Fresh feed flow,Ambient temperature,Feed temperature,Reactor pressure,Regenerator pressure,Furnace temperature,Reactor feed temperature,Regenerator temperature,Catalyst level,Stack gas temperature,Stack gas CO content (ppm),regenerature temperature controller valve opening,Reactor feed temperature controller valve opening,Reactor temperature controller valve opening,Ampearage combustion air blower,Ampearage wet gas blower,Furnace fuel flowrate,Combustion air flowrate,LPG flowrate,Light cycle oil flowrate,Reflux flowrate,Overhead fractionator temperature,Fractionator temperature controller valve opening
161.84,78.028,460.89,34.4,28,1544.6,616.01,1250,26.904,1255.1,29973,23.763,56.603,46.614,275.66,184.31,1944.7,3647.7,2686.4,1587.8,2535.6,305,43.528
161.86,78.023,460.95,34.4,28,1544.3,616,1250,26.898,1255,29978,23.76,56.586,46.618,275.64,184.28,1944.2,3647.4,2686,1587.9,2535.2,304.99,43.523
161.83,78.009,461.13,34.4,28,1543.1,616.01,1250,26.898,1255,29983,23.756,56.496,46.615,275.61,184.25,1941.1,3647.1,2685.4,1587.8,2534.9,304.97,43.519
161.82,77.999,461.08,34.4,28,1543.3,616,1250,26.894,1255,29987,23.752,56.515,46.616,275.58,184.22,1941.7,3646.8,2684.9,1587.7,2534.5,304.96,43.514
161.87,78.005,461.16,34.4,28,1543.2,616,1250,26.882,1255,29992,23.751,56.501,46.627,275.58,184.21,1941.3,3646.6,2684.8,1587.6,2534.2,304.95,43.51
161.83,77.983,461.2,34.4,28,1542.6,616.01,1250,26.884,1255,29997,23.748,56.461,46.622,275.55,184.16,1939.9,3646.4,2684,1587.4,2533.8,304.94,43.506
161.93,78.003,461.32,34.4,28,1542.6,616,1250,26.865,1255,30002,23.75,56.457,46.641,275.57,184.18,1939.7,3646.5,2684.3,1587.1,2533.6,304.93,43.504
161.95,77.997,461.42,34.4,28,1542.1,616.01,1250,26.857,1255,30007,23.752,56.421,46.648,275.58,184.16,1938.5,3646.8,2684.1,1586.8,2533.4,304.93,43.503
161.96,77.987,461.23,34.4,28,1543.2,616,1250,26.854,1255,30013,23.755,56.502,46.653,275.59,184.15,1941.3,3647.1,2683.8,1586.5,2533.4,304.92,43.503
161.96,77.976,461.14,34.4,28,1543.7,615.99,1250,26.853,1255,30019,23.759,56.54,46.655,275.6,184.13,1942.6,3647.5,2683.5,1586.2,2533.4,304.91,43.504
161.97,77.969,461.17,34.4,28,1543.7,616,1250,26.85,1255,30024,23.762,56.536,46.659,275.62,184.12,1942.5,3647.9,2683.4,1585.9,2533.5,304.91,43.507
161.93,77.948,461.01,34.4,28,1544.4,615.99,1250,26.857,1255,30027,23.765,56.588,46.654,275.62,184.1,1944.3,3648.2,2683,1585.8,2533.6,304.9,43.51
161.9,77.931,460.84,34.4,28,1545.2,615.99,1250,26.863,1255,30029,23.766,56.648,46.65,275.61,184.07,1946.3,3648.3,2682.5,1585.7,2533.7,304.89,43.513
161.93,77.93,461.05,34.4,28,1544.2,616,1250,26.86,1255,30029,23.768,56.571,46.654,275.62,184.07,1943.6,3648.5,2682.5,1585.7,2533.8,304.88,43.517
162.04,77.949,461.07,34.4,28,1544.7,616,1250,26.845,1255,30030,23.774,56.61,46.672,275.67,184.1,1945,3649,2683.1,1585.7,2534.1,304.89,43.521
162.04,77.937,461.09,34.4,28,1544.6,616,1250,26.845,1255,30031,23.78,56.602,46.674,275.69,184.1,1944.7,3649.6,2683.1,1585.7,2534.4,304.89,43.527
162.06,77.929,461.22,34.4,28,1543.9,616,1250,26.846,1255,30033,23.786,56.551,46.676,275.72,184.1,1943,3650.3,2683.1,1585.7,2534.7,304.89,43.533
162.06,77.917,461.38,34.4,28,1543,616.01,1250,26.85,1255,30034,23.792,56.484,46.676,275.74,184.1,1940.7,3650.8,2683.2,1585.8,2535.1,304.88,43.54
162,77.891,461.58,34.4,28,1541.5,616.01,1250,26.864,1255,30033,23.795,56.373,46.665,275.74,184.08,1936.9,3651.2,2682.8,1585.9,2535.5,304.88,43.547
162.01,77.885,461.61,34.4,28,1541.3,616.01,1250,26.868,1255,30032,23.798,56.364,46.665,275.75,184.09,1936.5,3651.6,2682.9,1586.1,2536,304.88,43.555
162.06,77.887,461.78,34.4,28,1540.6,616.01,1250,26.866,1255,30029,23.803,56.312,46.67,275.78,184.11,1934.8,3652,2683.3,1586.3,2536.5,304.88,43.564
162.1,77.886,461.55,34.4,28,1542.2,616,1250,26.865,1255,30027,23.808,56.426,46.675,275.81,184.12,1938.7,3652.5,2683.6,1586.5,2537.1,304.88,43.573
161.98,77.845,461.29,34.4,28,1543,615.99,1250,26.887,1255,30024,23.81,56.489,46.656,275.79,184.09,1940.8,3652.8,2682.9,1586.7,2537.5,304.88,43.581
161.97,77.833,461.22,34.4,28,1543.3,615.99,1250,26.896,1255,30019,23.81,56.511,46.649,275.78,184.08,1941.6,3652.8,2682.8,1587,2537.8,304.87,43.587
162,77.833,461.06,34.4,28,1544.5,615.99,1250,26.897,1255,30013,23.811,56.595,46.65,275.78,184.09,1944.5,3652.9,2683,1587.3,2538.1,304.87,43.593
162,77.825,461.08,34.4,28,1544.4,615.99,1250,26.9,1255,30007,23.812,56.59,46.648,275.78,184.09,1944.3,3653,2683,1587.6,2538.4,304.87,43.598
161.99,77.812,460.95,34.4,28,1545.1,615.99,1250,26.906,1255,30002,23.812,56.639,46.643,275.77,184.08,1946,3653,2682.8,1587.9,2538.6,304.87,43.602
162.05,77.818,460.95,34.4,28,1545.5,615.99,1250,26.901,1255,29998,23.813,56.663,46.649,275.79,184.1,1946.8,3653.2,2683.2,1588.2,2538.8,304.87,43.606
162.03,77.802,460.87,34.4,28,1545.8,615.99,1250,26.907,1255,29994,23.814,56.688,46.644,275.78,184.09,1947.7,3653.3,2683,1588.5,2539.1,304.87,43.61
162.07,77.803,460.88,34.4,28,1546,616,1250,26.905,1255,29991,23.816,56.702,46.648,275.79,184.11,1948.2,3653.5,2683.2,1588.7,2539.3,304.87,43.615
162.1,77.8,460.91,34.4,28,1546,616,1250,26.903,1255,29989,23.819,56.703,46.652,275.8,184.12,1948.2,3653.7,2683.5,1588.9,2539.7,304.87,43.621
162.07,77.78,460.83,34.4,28,1546.3,616,1250,26.912,1255,29987,23.82,56.723,46.645,275.8,184.11,1948.9,3653.9,2683.3,1589.1,2540.1,304.87,43.627
162.1,77.778,461.02,34.4,28,1545.4,616,1250,26.912,1255,29986,23.822,56.653,46.647,275.8,184.12,1946.5,3654.1,2683.6,1589.2,2540.5,304.87,43.635
162.09,77.766,460.8,34.4,28,1546.7,615.99,1250,26.916,1255,29984,23.824,56.75,46.646,275.81,184.13,1949.8,3654.4,2683.6,1589.3,2541,304.87,43.643
162.06,77.747,460.58,34.4,28,1547.8,615.99,1250,26.925,1255,29982,23.825,56.831,46.638,275.8,184.12,1952.6,3654.5,2683.5,1589.4,2541.5,304.87,43.651
162.1,77.747,460.4,34.4,28,1549.1,615.99,1250,26.923,1255,29980,23.826,56.923,46.642,275.8,184.14,1955.8,3654.6,2683.8,1589.5,2542,304.87,43.66
162.1,77.736,460.35,34.4,28,1549.4,615.99,1250,26.928,1255,29978,23.828,56.944,46.639,275.8,184.14,1956.5,3654.8,2683.9,1589.5,2542.5,304.88,43.668
162.07,77.72,460.4,34.4,28,1549,616,1250,26.935,1255,29976,23.828,56.915,46.633,275.79,184.14,1955.5,3654.8,2683.8,1589.6,2543,304.88,43.676
162.06,77.706,460.48,34.4,28,1548.4,616,1250,26.942,1255,29974,23.827,56.872,46.628,275.78,184.14,1954,3654.8,2683.8,1589.7,2543.4,304.87,43.683
162.08,77.702,460.68,34.4,28,1547.3,616.01,1250,26.943,1255,29972,23.827,56.795,46.627,275.77,184.15,1951.4,3654.8,2684,1589.9,2543.8,304.87,43.69
162.19,77.722,460.66,34.4,28,1548.2,616,1250,26.929,1255,29971,23.831,56.854,46.644,275.81,184.19,1953.4,3655.1,2684.8,1590.1,2544.3,304.89,43.698
162.19,77.709,460.85,34.4,28,1547,616.01,1250,26.931,1255,29972,23.834,56.768,46.643,275.82,184.2,1950.4,3655.5,2685,1590.2,2544.9,304.89,43.707
162.23,77.707,460.88,34.4,28,1547.1,616,1250,26.929,1255,29973,23.839,56.775,46.649,275.84,184.23,1950.7,3656,2685.5,1590.4,2545.5,304.9,43.717
162.2,77.686,460.98,34.4,28,1546.3,616.01,1250,26.938,1255,29975,23.843,56.716,46.643,275.85,184.23,1948.6,3656.4,2685.5,1590.6,2546.2,304.9,43.728
162.19,77.673,460.95,34.4,28,1546.4,616,1250,26.946,1255,29975,23.846,56.726,46.639,275.86,184.25,1949,3656.7,2685.7,1590.8,2547,304.91,43.74
162.23,77.67,460.99,34.4,28,1546.4,616,1250,26.947,1255,29975,23.85,56.724,46.642,275.88,184.28,1948.9,3657.1,2686.2,1591,2547.8,304.91,43.754
162.3,77.675,461.17,34.4,28,1545.7,616.01,1250,26.943,1255,29975,23.856,56.673,46.649,275.91,184.32,1947.2,3657.7,2687,1591.1,2548.8,304.93,43.769
162.25,77.651,461.27,34.4,28,1544.9,616.01,1250,26.956,1255,29976,23.86,56.614,46.64,275.92,184.33,1945.1,3658.1,2687.1,1591.3,2549.7,304.93,43.784
162.28,77.648,461.1,34.4,28,1546.1,616,1250,26.958,1255,29975,23.865,56.699,46.642,275.94,184.36,1948,3658.6,2687.7,1591.5,2550.7,304.94,43.799
162.38,77.659,461.16,34.4,28,1546.2,616,1250,26.952,1255,29975,23.873,56.709,46.654,275.99,184.42,1948.4,3659.3,2688.8,1591.6,2551.9,304.96,43.817
162.35,77.638,461.04,34.4,28,1546.8,615.99,1250,26.963,1255,29974,23.88,56.752,46.648,276.01,184.45,1949.9,3660,2689.2,1591.8,2553.1,304.97,43.835
162.29,77.61,461.07,34.4,28,1546.3,616,1250,26.982,1255,29973,23.884,56.714,46.634,276.01,184.45,1948.6,3660.5,2689.3,1592,2554.1,304.98,43.852
162.29,77.601,461.18,34.4,28,1545.6,616,1250,26.992,1255,29970,23.887,56.667,46.629,276.02,184.48,1947,3660.8,2689.8,1592.4,2555.2,304.99,43.87
162.21,77.568,461.32,34.4,28,1544.3,616.01,1250,27.015,1255,29966,23.887,56.572,46.609,276,184.48,1943.7,3660.9,2689.6,1592.8,2556.2,304.99,43.885
162.27,77.576,461.37,34.4,28,1544.3,616.01,1250,27.015,1255,29962,23.888,56.574,46.613,276.01,184.52,1943.8,3660.9,2690.5,1593.2,2557.1,305,43.899
162.24,77.558,461.25,34.4,28,1544.9,616,1250,27.027,1255,29956,23.888,56.615,46.603,275.99,184.53,1945.2,3661,2690.6,1593.7,2557.9,305.01,43.912
162.11,77.516,461.27,34.4,28,1544,616.01,1250,27.054,1255,29951,23.883,56.552,46.577,275.94,184.5,1943,3660.6,2690,1594.3,2558.4,305,43.921
162.07,77.499,461.33,34.4,28,1543.4,616.01,1250,27.068,1255.1,29944,23.876,56.51,46.563,275.88,184.49,1941.6,3660,2689.8,1595,2558.7,305,43.925
162.06,77.491,461.59,34.4,28,1541.8,616.01,1250,27.075,1255.1,29938,23.868,56.394,46.555,275.83,184.49,1937.6,3659.2,2689.7,1595.6,2558.8,305,43.928
161.97,77.462,461.68,34.4,28,1540.7,616.01,1250,27.09,1255.1,29931,23.856,56.317,46.535,275.75,184.45,1934.9,3658.2,2688.9,1596.3,2558.6,304.98,43.926
161.92,77.445,461.56,34.4,28,1541.1,616.01,1250,27.099,1255.1,29925,23.844,56.347,46.522,275.67,184.41,1936,3657,2688.2,1597,2558.1,304.97,43.919
161.95,77.447,461.56,34.4,28,1541.2,616,1250,27.093,1255.1,29920,23.832,56.358,46.523,275.61,184.39,1936.3,3655.9,2688,1597.5,2557.5,304.96,43.91
162.02,77.458,461.42,34.4,28,1542.5,615.99,1250,27.077,1255.1,29917,23.824,56.447,46.533,275.57,184.39,1939.4,3655.1,2687.9,1597.9,2556.9,304.96,43.901
162.1,77.469,461.37,34.4,28,1543.3,615.99,1250,27.058,1255.1,29918,23.819,56.505,46.548,275.55,184.39,1941.4,3654.6,2688,1598.2,2556.3,304.96,43.892
162.04,77.441,461.39,34.4,28,1542.8,616,1250,27.061,1255.1,29922,23.813,56.47,46.54,275.5,184.34,1940.2,3654.1,2687.1,1598.2,2555.7,304.94,43.882
162.08,77.442,461.29,34.4,28,1543.6,615.99,1250,27.05,1255.1,29928,23.808,56.528,46.548,275.47,184.33,1942.2,3653.6,2686.9,1598.1,2555.2,304.93,43.875
162.13,77.442,461.46,34.4,28,1542.9,616,1250,27.038,1255.1,29934,23.806,56.477,46.558,275.46,184.32,1940.4,3653.4,2686.8,1597.8,2554.9,304.93,43.871
162.08,77.418,461.28,34.4,28,1543.7,616,1250,27.04,1255.1,29942,23.803,56.532,46.554,275.43,184.29,1942.3,3653.2,2686.1,1597.3,2554.7,304.92,43.869
162.07,77.405,461.27,34.4,28,1543.7,616,1250,27.038,1255.1,29950,23.8,56.535,46.554,275.4,184.26,1942.4,3652.9,2685.7,1596.8,2554.5,304.91,43.867
162.19,77.424,461.19,34.4,28,1544.9,615.99,1250,27.016,1255.1,29957,23.801,56.62,46.575,275.42,184.29,1945.3,3653,2686.2,1596.1,2554.6,304.91,43.87
162.3,77.437,461.27,34.4,28,1545.1,615.99,1250,26.997,1255.1,29966,23.807,56.629,46.596,275.47,184.32,1945.6,3653.6,2686.8,1595.4,2554.9,304.91,43.875
162.32,77.426,461.33,34.4,28,1544.9,616,1250,26.991,1255.1,29976,23.814,56.611,46.603,275.5,184.32,1945,3654.3,2686.9,1594.6,2555.4,304.92,43.883
162.32,77.412,461.17,34.4,28,1545.8,615.99,1250,26.991,1255,29986,23.822,56.682,46.608,275.53,184.33,1947.5,3655,2687,1593.9,2556,304.92,43.893
162.3,77.392,461.17,34.4,28,1545.7,616,1250,26.997,1255,29995,23.828,56.675,46.606,275.55,184.33,1947.2,3655.7,2687,1593.3,2556.7,304.92,43.906
162.32,77.384,461.09,34.4,28,1546.3,615.99,1250,26.998,1255,30001,23.836,56.717,46.61,275.58,184.34,1948.7,3656.5,2687.4,1592.9,2557.6,304.92,43.92
162.33,77.371,460.87,34.4,28,1547.7,615.99,1250,27.002,1255,30006,23.843,56.815,46.611,275.61,184.36,1952.1,3657.2,2687.6,1592.6,2558.5,304.92,43.935
162.35,77.364,461.13,34.4,28,1546.3,616,1250,27.006,1255,30009,23.851,56.714,46.612,275.65,184.38,1948.6,3658,2688.1,1592.5,2559.4,304.93,43.951
162.36,77.351,461.16,34.4,28,1546.2,616,1250,27.012,1255,30010,23.858,56.705,46.611,275.68,184.4,1948.3,3658.7,2688.4,1592.5,2560.4,304.94,43.967
162.38,77.344,460.88,34.4,28,1547.9,615.99,1250,27.017,1255,30011,23.866,56.832,46.613,275.72,184.43,1952.6,3659.5,2688.9,1592.7,2561.4,304.95,43.982
162.33,77.317,461.11,34.4,28,1546.3,616.01,1250,27.034,1255,30010,23.872,56.714,46.602,275.73,184.43,1948.6,3660.1,2688.9,1593.1,2562.3,304.95,43.997
162.25,77.286,460.82,34.4,28,1547.5,615.99,1250,27.055,1255,30006,23.874,56.806,46.585,275.72,184.42,1951.7,3660.4,2688.6,1593.6,2563,304.95,44.009
162.2,77.264,460.78,34.4,28,1547.4,616,1250,27.072,1255,30001,23.874,56.802,46.571,275.7,184.41,1951.6,3660.4,2688.5,1594.3,2563.6,304.94,44.019
162.17,77.246,460.96,34.4,28,1546.2,616.01,1250,27.087,1255,29994,23.872,56.711,46.559,275.67,184.41,1948.5,3660.3,2688.3,1595,2564,304.94,44.027
162.14,77.231,460.89,34.4,28,1546.4,616,1250,27.098,1255,29986,23.868,56.73,46.548,275.64,184.39,1949.1,3659.9,2688.1,1595.7,2564.2,304.94,44.031
162.12,77.217,461,34.4,28,1545.7,616.01,1250,27.107,1255,29978,23.863,56.674,46.539,275.61,184.38,1947.2,3659.5,2687.9,1596.4,2564.2,304.93,44.032
162.2,77.229,460.95,34.4,28,1546.4,616,1250,27.099,1255,29970,23.861,56.726,46.547,275.6,184.4,1949,3659.2,2688.2,1597,2564.2,304.93,44.031
162.24,77.23,460.94,34.4,28,1546.7,616,1250,27.094,1255.1,29965,23.86,56.75,46.551,275.6,184.41,1949.8,3659.2,2688.4,1597.5,2564.2,304.93,44.031
162.2,77.209,460.9,34.4,28,1546.7,616,1250,27.101,1255.1,29962,23.858,56.75,46.544,275.57,184.39,1949.8,3659,2688,1597.8,2564.1,304.93,44.03
162.26,77.212,460.98,34.4,28,1546.6,616,1250,27.095,1255.1,29960,23.857,56.74,46.55,275.57,184.4,1949.5,3659,2688.2,1598.1,2564.1,304.93,44.03
162.27,77.203,460.96,34.4,28,1546.8,616,1250,27.095,1255.1,29960,23.858,56.753,46.551,275.57,184.4,1949.9,3659,2688.2,1598.1,2564.2,304.93,44.032
162.26,77.189,460.72,34.4,28,1548.2,615.99,1250,27.097,1255.1,29960,23.858,56.856,46.549,275.56,184.39,1953.5,3659.1,2688.1,1598,2564.4,304.93,44.036
162.24,77.172,460.91,34.4,28,1546.9,616,1250,27.103,1255.1,29960,23.857,56.762,46.544,275.54,184.38,1950.2,3659,2687.8,1597.9,2564.6,304.92,44.04
162.18,77.146,461.05,34.4,28,1545.7,616.01,1250,27.115,1255.1,29960,23.853,56.678,46.532,275.5,184.35,1947.3,3658.8,2687.4,1597.7,2564.8,304.91,44.044
162.12,77.12,460.89,34.4,28,1546.3,616,1250,27.126,1255.1,29959,23.848,56.72,46.52,275.45,184.32,1948.8,3658.3,2686.7,1597.4,2564.8,304.9,44.047
162.08,77.103,461.03,34.4,28,1545.3,616.01,1250,27.133,1255.1,29958,23.841,56.647,46.511,275.4,184.29,1946.3,3657.7,2686.2,1597.2,2564.8,304.89,44.048
162.14,77.108,461.07,34.4,28,1545.3,616,1250,27.126,1255.1,29956,23.836,56.651,46.517,275.38,184.29,1946.4,3657.2,2686.3,1597.1,2564.7,304.89,44.048
162.12,77.095,460.85,34.4,28,1546.5,615.99,1250,27.125,1255.1,29955,23.831,56.738,46.515,275.34,184.26,1949.4,3656.8,2685.9,1596.9,2564.5,304.88,44.046
162.17,77.097,460.94,34.4,28,1546.3,616,1250,27.116,1255.1,29956,23.828,56.719,46.522,275.33,184.26,1948.7,3656.5,2685.8,1596.8,2564.3,304.87,44.043
162.21,77.096,460.71,34.4,28,1547.9,615.99,1250,27.107,1255.1,29958,23.827,56.837,46.529,275.32,184.25,1952.8,3656.4,2685.7,1596.7,2564.1,304.87,44.04
162.24,77.091,460.87,34.4,28,1547.1,616,1250,27.101,1255.1,29961,23.827,56.777,46.535,275.32,184.25,1950.7,3656.4,2685.6,1596.6,2563.9,304.86,44.038
162.23,77.077,461.09,34.4,28,1545.8,616.01,1250,27.101,1255.1,29966,23.827,56.679,46.534,275.31,184.23,1947.4,3656.4,2685.3,1596.5,2563.8,304.86,44.038
162.28,77.077,461.17,34.4,28,1545.6,616.01,1250,27.092,1255.1,29970,23.829,56.666,46.543,275.32,184.23,1946.9,3656.6,2685.4,1596.5,2563.9,304.85,44.039
162.37,77.087,461.27,34.4,28,1545.6,616,1250,27.077,1255.1,29976,23.834,56.662,46.56,275.35,184.26,1946.8,3657.1,2686,1596.4,2564.2,304.86,44.044
162.35,77.067,461.31,34.4,28,1545.2,616,1250,27.081,1255,29982,23.839,56.638,46.559,275.37,184.25,1946,3657.6,2685.8,1596.2,2564.6,304.86,44.051
162.34,77.048,461.39,34.4,28,1544.7,616.01,1250,27.086,1255,29988,23.843,56.596,46.557,275.37,184.25,1944.5,3658.1,2685.7,1596.1,2565,304.86,44.059
162.37,77.044,461.07,34.4,28,1546.8,615.99,1250,27.083,1255,29992,23.849,56.748,46.564,275.4,184.26,1949.7,3658.6,2686,1595.9,2565.7,304.86,44.07
162.39,77.033,461.03,34.4,28,1547.1,615.99,1250,27.086,1255,29995,23.855,56.772,46.565,275.43,184.28,1950.6,3659.3,2686.2,1595.6,2566.4,304.86,44.082
162.45,77.035,461.2,34.4,28,1546.5,616,1250,27.082,1255,29998,23.863,56.723,46.574,275.47,184.31,1948.9,3660,2686.9,1595.4,2567.3,304.87,44.096
162.4,77.008,461.14,34.4,28,1546.5,616,1250,27.095,1255,29999,23.869,56.73,46.565,275.48,184.31,1949.1,3660.6,2686.8,1595.2,2568.1,304.87,44.11
162.32,76.975,461.16,34.4,28,1545.9,616,1250,27.114,1255,29999,23.871,56.688,46.551,275.47,184.29,1947.7,3661,2686.4,1595.1,2568.8,304.87,44.123
162.38,76.977,461.34,34.4,28,1545.2,616.01,1250,27.114,1255,29998,23.875,56.632,46.554,275.49,184.32,1945.8,3661.3,2687,1595.1,2569.6,304.87,44.135
162.28,76.941,461.35,34.4,28,1544.6,616.01,1250,27.135,1255,29995,23.875,56.59,46.536,275.47,184.29,1944.3,3661.4,2686.5,1595.3,2570.2,304.87,44.146
162.29,76.933,461.37,34.4,28,1544.5,616,1250,27.142,1255,29990,23.875,56.583,46.532,275.46,184.3,1944.1,3661.4,2686.6,1595.6,2570.6,304.87,44.154
162.36,76.939,461.21,34.4,28,1545.8,615.99,1250,27.137,1255,29985,23.877,56.681,46.539,275.48,184.33,1947.5,3661.6,2687.1,1596,2571.1,304.87,44.162
162.4,76.939,461.24,34.4,28,1546,616,1250,27.135,1255,29982,23.881,56.689,46.543,275.49,184.35,1947.7,3662,2687.5,1596.3,2571.6,304.88,44.169
162.4,76.924,461.29,34.4,28,1545.6,616,1250,27.141,1255,29979,23.884,56.663,46.54,275.5,184.35,1946.8,3662.3,2687.6,1596.8,2572,304.88,44.176
162.35,76.899,461.33,34.4,28,1545.1,616,1250,27.154,1255,29976,23.885,56.627,46.53,275.49,184.34,1945.6,3662.4,2687.3,1597.2,2572.4,304.88,44.182
162.37,76.891,461.33,34.4,28,1545.2,616,1250,27.158,1255,29973,23.886,56.633,46.528,275.49,184.35,1945.8,3662.5,2687.5,1597.7,2572.8,304.88,44.189
162.43,76.895,461.33,34.4,28,1545.6,616,1250,27.154,1255,29970,23.888,56.66,46.534,275.5,184.38,1946.7,3662.8,2688,1598.1,2573.3,304.88,44.197
162.47,76.892,461.27,34.4,28,1546.2,616,1250,27.153,1255,29968,23.893,56.7,46.539,275.52,184.4,1948.1,3663.2,2688.4,1598.3,2573.9,304.89,44.207
162.42,76.865,461.28,34.4,28,1545.8,616,1250,27.166,1255,29967,23.895,56.675,46.529,275.52,184.39,1947.2,3663.5,2688.3,1598.5,2574.5,304.89,44.217
162.46,76.861,461.17,34.4,28,1546.7,615.99,1250,27.167,1255,29965,23.898,56.738,46.531,275.53,184.42,1949.4,3663.8,2688.7,1598.6,2575.2,304.9,44.228
162.53,76.867,461.13,34.4,28,1547.4,615.99,1250,27.162,1255,29964,23.904,56.789,46.54,275.56,184.46,1951.1,3664.3,2689.5,1598.6,2576,304.91,44.241
162.48,76.838,460.99,34.4,28,1547.9,615.99,1250,27.176,1255,29963,23.907,56.825,46.53,275.56,184.46,1952.4,3664.7,2689.4,1598.5,2576.9,304.91,44.254
162.54,76.841,460.97,34.4,28,1548.4,615.99,1250,27.174,1255,29961,23.912,56.862,46.536,275.59,184.5,1953.7,3665.2,2690.1,1598.5,2577.8,304.92,44.269
162.52,76.82,461.09,34.4,28,1547.6,616,1250,27.185,1255,29960,23.916,56.802,46.529,275.6,184.51,1951.6,3665.6,2690.3,1598.4,2578.8,304.93,44.284
162.54,76.812,461.02,34.4,28,1548.1,616,1250,27.19,1255,29958,23.92,56.84,46.528,275.61,184.54,1952.9,3666.1,2690.8,1598.4,2579.7,304.94,44.3
162.5,76.788,461.29,34.4,28,1546.3,616.01,1250,27.205,1255.1,29957,23.922,56.707,46.517,275.61,184.55,1948.3,3666.3,2690.9,1598.4,2580.7,304.94,44.315
162.51,76.778,461.21,34.4,28,1546.8,616,1250,27.212,1255.1,29954,23.924,56.745,46.514,275.61,184.57,1949.7,3666.5,2691.3,1598.6,2581.6,304.95,44.33
162.49,76.76,461.41,34.4,28,1545.5,616.01,1250,27.224,1255.1,29951,23.925,56.65,46.505,275.6,184.58,1946.4,3666.7,2691.4,1598.8,2582.4,304.95,44.343
162.5,76.752,461.5,34.4,28,1545,616.01,1250,27.229,1255.1,29948,23.926,56.616,46.503,275.6,184.6,1945.2,3666.8,2691.8,1599.2,2583.2,304.96,44.356
162.43,76.72,461.81,34.4,28,1542.7,616.02,1250,27.248,1255.1,29944,23.924,56.45,46.486,275.56,184.59,1939.5,3666.6,2691.5,1599.6,2583.9,304.96,44.367
162.44,76.714,461.63,34.4,28,1543.8,616,1250,27.252,1255.1,29940,23.922,56.533,46.483,275.55,184.6,1942.4,3666.4,2691.8,1600.1,2584.4,304.96,44.375
162.34,76.676,461.42,34.4,28,1544.5,616,1250,27.273,1255.1,29936,23.916,56.582,46.462,275.49,184.57,1944.1,3666,2691.2,1600.6,2584.7,304.95,44.381
162.35,76.672,461.24,34.4,28,1545.6,615.99,1250,27.276,1255.1,29931,23.911,56.666,46.459,275.45,184.57,1946.9,3665.5,2691.2,1601.2,2584.9,304.95,44.385
162.4,76.674,461.28,34.4,28,1545.7,615.99,1250,27.272,1255.1,29926,23.907,56.667,46.462,275.43,184.59,1946.9,3665.1,2691.5,1601.8,2585.1,304.95,44.388
162.47,76.682,461.47,34.4,28,1545,616,1250,27.262,1255.1,29924,23.905,56.617,46.471,275.43,184.61,1945.2,3665,2691.9,1602.2,2585.3,304.96,44.39
162.46,76.666,461.52,34.4,28,1544.6,616,1250,27.264,1255.1,29924,23.904,56.591,46.468,275.41,184.61,1944.3,3664.9,2691.8,1602.5,2585.4,304.96,44.393
162.5,76.662,461.54,34.4,28,1544.7,616,1250,27.261,1255.1,29925,23.904,56.597,46.472,275.41,184.62,1944.6,3664.9,2692,1602.7,2585.6,304.96,44.396
162.54,76.66,461.56,34.4,28,1544.9,616,1250,27.255,1255.1,29928,23.905,56.607,46.479,275.42,184.64,1944.9,3665,2692.4,1602.7,2586,304.97,44.402
162.58,76.654,461.43,34.4,28,1545.8,615.99,1250,27.252,1255.1,29932,23.908,56.675,46.484,275.43,184.65,1947.2,3665.3,2692.7,1602.7,2586.5,304.97,44.41
162.59,76.642,461.83,34.4,28,1543.6,616.01,1250,27.254,1255.1,29936,23.912,56.51,46.484,275.44,184.67,1941.6,3665.7,2692.9,1602.5,2587.2,304.98,44.421
162.52,76.611,461.79,34.4,28,1543.4,616.01,1250,27.268,1255.1,29940,23.912,56.499,46.473,275.42,184.65,1941.2,3665.8,2692.7,1602.3,2587.8,304.97,44.432
162.54,76.604,461.59,34.4,28,1544.7,616,1250,27.269,1255.1,29943,23.914,56.594,46.475,275.42,184.67,1944.5,3666,2693,1602.1,2588.5,304.98,44.444
162.58,76.601,461.67,34.4,28,1544.4,616,1250,27.268,1255.1,29945,23.917,56.573,46.478,275.44,184.7,1943.7,3666.3,2693.5,1601.8,2589.4,304.98,44.457
162.57,76.582,461.88,34.4,28,1543.1,616.01,1250,27.276,1255.1,29947,23.919,56.479,46.473,275.43,184.71,1940.5,3666.5,2693.6,1601.6,2590.2,304.99,44.47
162.69,76.601,461.59,34.4,28,1545.6,615.99,1250,27.261,1255.1,29949,23.926,56.656,46.491,275.48,184.77,1946.6,3667.1,2694.7,1601.4,2591.1,305,44.485
162.68,76.582,461.54,34.4,28,1545.9,615.99,1250,27.267,1255.1,29951,23.932,56.674,46.489,275.5,184.79,1947.2,3667.8,2695,1601.2,2592.1,305.01,44.5
162.77,76.589,461.66,34.4,28,1545.7,616,1250,27.261,1255.1,29954,23.941,56.659,46.501,275.56,184.84,1946.7,3668.6,2696,1601.2,2593.2,305.03,44.517
162.79,76.577,461.69,34.4,28,1545.6,616,1250,27.266,1255.1,29957,23.95,56.654,46.503,275.6,184.88,1946.5,3669.5,2696.7,1601.2,2594.5,305.04,44.536
